name;unit;threshold;measured;location;summary;wiki
Quecksilber (KAU);mg/l;0.001;0.0001;Kaulsdorf (KAU);"Mercury is a chemical element with symbol Hg and atomic number 80. It is commonly known as quicksilver and was formerly named hydrargyrum ( hy-DRAR-jər-əm). A heavy, silvery d-block element, mercury is the only metallic element that is liquid at standard conditions for temperature and pressure; the only other element that is liquid under these conditions is bromine, though metals such as caesium, gallium, and rubidium melt just above room temperature.
Mercury occurs in deposits throughout the world mostly as cinnabar (mercuric sulfide). The red pigment vermilion is obtained by grinding natural cinnabar or synthetic mercuric sulfide.
Mercury is used in thermometers, barometers, manometers, sphygmomanometers, float valves, mercury switches, mercury relays, fluorescent lamps and other devices, though concerns about the element's toxicity have led to mercury thermometers and sphygmomanometers being largely phased out in clinical environments in favor of alternatives such as alcohol- or galinstan-filled glass thermometers and thermistor- or infrared-based electronic instruments.  Likewise, mechanical pressure gauges and electronic strain gauge sensors have replaced mercury sphygmomanometers.
Mercury remains in use in scientific research applications and in amalgam for dental restoration in some locales. It is also used in fluorescent lighting. Electricity passed through mercury vapor in a fluorescent lamp produces short-wave ultraviolet light, which then causes the phosphor in the tube to fluoresce, making visible light.
Mercury poisoning can result from exposure to water-soluble forms of mercury (such as mercuric chloride or methylmercury), by inhalation of mercury vapor, or by ingesting any form of mercury.";https://en.wikipedia.org/wiki/Mercury_(element)
Selen (KAU);mg/l;0.01;0.001;Kaulsdorf (KAU);;
Uran (KAU);mg/l;0.01;0.0003;Kaulsdorf (KAU);;
Antimon (KAU);mg/l;0.005;0.0005;Kaulsdorf (KAU);;
Arsen (KAU);mg/l;0.01;0.0003;Kaulsdorf (KAU);"Arsenic is a chemical element with symbol As and atomic number 33. Arsenic occurs in many minerals, usually in combination with sulfur and metals, but also as a pure elemental crystal. Arsenic is a metalloid. It has various allotropes, but only the gray form, which has a metallic appearance, is important to industry.
The primary use of arsenic is in alloys of lead (for example, in car batteries and ammunition). Arsenic is a common n-type dopant in semiconductor electronic devices, and the optoelectronic compound gallium arsenide is the second most commonly used semiconductor after doped silicon. Arsenic and its compounds, especially the trioxide, are used in the production of pesticides, treated wood products, herbicides, and insecticides. These applications are declining due to the toxicity of arsenic and its compounds.A few species of bacteria are able to use arsenic compounds as respiratory metabolites. Trace quantities of arsenic are an essential dietary element in rats, hamsters, goats, chickens, and presumably other species. A role in human metabolism is not known. However, arsenic poisoning occurs in multicellular life if quantities are larger than needed. Arsenic contamination of groundwater is a problem that affects millions of people across the world.
The United States' Environmental Protection Agency states that all forms of arsenic are a serious risk to human health. The United States' Agency for Toxic Substances and Disease Registry ranked arsenic as number 1 in its 2001 Priority List of Hazardous Substances at Superfund sites. Arsenic is classified as a Group-A carcinogen.";https://en.wikipedia.org/wiki/Arsenic
Benzo[a]pyren (KAU);mg/l;1e-05;5e-06;Kaulsdorf (KAU);Benzo[a]pyrene is a polycyclic aromatic hydrocarbon and the result of incomplete combustion of organic matter at temperatures between 300 °C (572 °F) and 600 °C (1,112 °F). The ubiquitous compound can be found in coal tar, tobacco smoke and many foods, especially grilled meats. The substance with the formula C20H12 is one of the benzopyrenes, formed by a benzene ring fused to pyrene. Its diol epoxide metabolites (more commonly known as BPDE) react and bind to DNA, resulting in mutations and eventually cancer. It is listed as a Group 1 carcinogen by the IARC.  In the 18th century a scrotal cancer of chimney sweepers, the chimney sweeps' carcinoma, was already known to be connected to soot.;https://en.wikipedia.org/wiki/Benzo(a)pyrene
Blei (KAU);mg/l;0.01;0.0005;Kaulsdorf (KAU);"Lead is a chemical element with symbol Pb (from the Latin plumbum) and atomic number 82. It is a heavy metal that is denser than most common materials. Lead is soft and malleable, and also has a relatively low melting point. When freshly cut, lead is silvery with a hint of blue; it tarnishes to a dull gray color when exposed to air. Lead has the highest atomic number of any stable element and three of its isotopes each conclude a major decay chain of heavier elements.
Lead is a relatively unreactive post-transition metal. Its weak metallic character is illustrated by its amphoteric nature; lead and lead oxides react with acids and bases, and it tends to form covalent bonds. Compounds of lead are usually found in the +2 oxidation state rather than the +4 state common with lighter members of the carbon group. Exceptions are mostly limited to organolead compounds. Like the lighter members of the group, lead tends to bond with itself; it can form chains, rings, and polyhedral structures.
Lead is easily extracted from its ores; prehistoric people in Western Asia knew of it. Galena, a principal ore of lead, often bears silver, interest in which helped initiate widespread extraction and use of lead in ancient Rome. Lead production declined after the fall of Rome and did not reach comparable levels until the Industrial Revolution. In 2014, the annual global production of lead was about ten million tonnes, over half of which was from recycling. Lead's high density, low melting point, ductility and relative inertness to oxidation make it useful. These properties, combined with its relative abundance and low cost, resulted in its extensive use in construction, plumbing, batteries, bullets and shot, weights, solders, pewters, fusible alloys, white paints, leaded gasoline, and radiation shielding.
In the late 19th century, lead's toxicity was recognized, and its use has since been phased out of many applications. Lead is a toxin that accumulates in soft tissues and bones, it acts as a neurotoxin damaging the nervous system and interfering with the function of biological enzymes. It is particularly problematic in children: even if blood levels are promptly normalized with treatment, neurological disorders, such as brain damage and behavioral problems, may result.";https://en.wikipedia.org/wiki/Lead
Cadmium (KAU);mg/l;0.003;0.0005;Kaulsdorf (KAU);;
Kupfer (KAU);mg/l;2.0;0.005;Kaulsdorf (KAU);;
Nickel (KAU);mg/l;0.02;0.003;Kaulsdorf (KAU);;
Nitrit (KAU);mg/l;0.1;0.03;Kaulsdorf (KAU);;
Trihalogenmethane (KAU);mg/l;0.01;0.0005;Kaulsdorf (KAU);;
Vinylchlorid (KAU);mg/l;0.0005;0.0001;Kaulsdorf (KAU);;
Aluminium (KAU);mg/l;0.2;0.01;Kaulsdorf (KAU);"Aluminium or aluminum is a chemical element with symbol Al and atomic number 13. It is a silvery-white, soft, nonmagnetic and ductile metal in the boron group. By mass, aluminium makes up about 8% of the  Earth's crust; it is the third most abundant element after oxygen and silicon and the most abundant metal in the crust, though it is less common in the mantle below. The chief ore of aluminium is bauxite. Aluminium metal is so chemically reactive that native specimens are rare and limited to extreme reducing environments. Instead, it is found combined in over 270 different minerals.Aluminium is remarkable for its low density and its ability to resist corrosion through the phenomenon of passivation. Aluminium and its alloys are vital to the aerospace industry and important in transportation and building industries, such as building facades and window frames. The oxides and sulfates are the most useful compounds of aluminium.Despite its prevalence in the environment, no known form of life uses aluminium salts metabolically, but aluminium is well tolerated by plants and animals. Because of these salts' abundance, the potential for a biological role for them is of continuing interest, and studies continue.";https://en.wikipedia.org/wiki/Aluminium
Färbung (KAU);1/m;0.5;0.2;Kaulsdorf (KAU);;
Natrium (KAU);mg/l;200.0;24.0;Kaulsdorf (KAU);;
Sulfat (KAU);mg/l;250.0;107.0;Kaulsdorf (KAU);;
freie Kohlensäure (KAU);mg/l;;25.1;Kaulsdorf (KAU);;
Kieselsäure (SiO2) (KAU);mg/l;;17.0;Kaulsdorf (KAU);;
SAK 254nm (KAU);mg/l;;5.3;Kaulsdorf (KAU);;
1,1,1-Trichlorethan (KAU);µg/l;3.0;0.5;Kaulsdorf (KAU);;
Toluen (KAU);µg/l;0.3;0.5;Kaulsdorf (KAU);;
1,2,3-Trichlorbenzen (KAU);µg/l;0.1;0.5;Kaulsdorf (KAU);;
1,2,4-Trichlorbenzen (KAU);µg/l;0.1;0.5;Kaulsdorf (KAU);;
1,3,5-Trichlorbenzen (KAU);µg/l;0.1;0.5;Kaulsdorf (KAU);;
1,2,3,5-Tetrachlorbenzen (KAU);µg/l;0.1;0.5;Kaulsdorf (KAU);;
1,2,3,4-Tetrachlorbenzen (KAU);µg/l;0.1;0.5;Kaulsdorf (KAU);;
Pentachlorbenzen (KAU);µg/l;0.1;0.5;Kaulsdorf (KAU);;
Hexachlorbenzen (KAU);µg/l;0.1;0.5;Kaulsdorf (KAU);;
Pentachloranisol (KAU);µg/l;0.1;0.5;Kaulsdorf (KAU);;
EDTA (KAU);µg/l;10.0;2.0;Kaulsdorf (KAU);;
Benzotriazol (KAU);µg/l;3.0;0.05;Kaulsdorf (KAU);;
Tolyltriazole (KAU);µg/l;3.0;0.025;Kaulsdorf (KAU);;
Ammonium (KAU);mg/l;0.5;0.05;Kaulsdorf (KAU);;
Eisen (KAU);mg/l;0.2;0.03;Kaulsdorf (KAU);;
Mangan (KAU);mg/l;0.05;0.005;Kaulsdorf (KAU);;
Trübung (KAU);NTU;1.0;0.2;Kaulsdorf (KAU);;
Tris-(chlorisopropyl)phosphat (KAU);µg/l;1.0;0.1;Kaulsdorf (KAU);;
MTBE (KAU);µg/l;1.0;0.03;Kaulsdorf (KAU);;
PFOA (KAU);µg/l;0.3;0.01;Kaulsdorf (KAU);;
PFOS (KAU);µg/l;0.3;0.05;Kaulsdorf (KAU);;
Atenolol (KAU);µg/l;0.1;0.03;Kaulsdorf (KAU);;
Diclofenac (KAU);µg/l;0.3;0.025;Kaulsdorf (KAU);;
Phenazon* (KAU);µg/l;0.3;0.02;Kaulsdorf (KAU);;
Propyphenazon* (KAU);µg/l;0.3;0.02;Kaulsdorf (KAU);;
Carbamazepin (KAU);µg/l;0.3;0.025;Kaulsdorf (KAU);;
AMDOPH (KAU);µg/l;3.0;0.02;Kaulsdorf (KAU);;
AMPH (KAU);µg/l;3.0;0.02;Kaulsdorf (KAU);;
DP (KAU);µg/l;3.0;0.05;Kaulsdorf (KAU);;
Primidon (KAU);µg/l;3.0;0.025;Kaulsdorf (KAU);;
Phenobarbital (KAU);µg/l;0.3;0.03;Kaulsdorf (KAU);;
Sulfamethoxazol (KAU);µg/l;0.1;0.02;Kaulsdorf (KAU);;
Metformin (KAU);µg/l;1.0;0.02;Kaulsdorf (KAU);;
Gabapentin (KAU);µg/l;1.0;0.05;Kaulsdorf (KAU);;
Valsartansäure (KAU);µg/l;1.5;0.01;Kaulsdorf (KAU);;
Valsartan (KAU);µg/l;0.3;0.03;Kaulsdorf (KAU);;
Iopamidol (KAU);µg/l;1.0;0.02;Kaulsdorf (KAU);;
Iomeprol (KAU);µg/l;1.0;0.02;Kaulsdorf (KAU);;
Iopromid (KAU);µg/l;1.0;0.02;Kaulsdorf (KAU);;
Amidotrizoesäure (KAU);µg/l;1.0;0.02;Kaulsdorf (KAU);;
AMPA (KAU);mg/l;;0.0001;Kaulsdorf (KAU);;
Tetrachlorethen (KAU);mg/l;;0.0001;Kaulsdorf (KAU);;
Trichlorethen (KAU);mg/l;;0.0001;Kaulsdorf (KAU);;
Benzo[b]fluoranthen (KAU);mg/l;;1e-05;Kaulsdorf (KAU);;
Benzo[k]fluoranthen (KAU);mg/l;;1e-05;Kaulsdorf (KAU);;
Benzo[g,h,i]perylen (KAU);mg/l;;1e-05;Kaulsdorf (KAU);;
Indeno[1,2,3-c,d]pyren (KAU);mg/l;;1e-05;Kaulsdorf (KAU);;
Trichlormethan (KAU);mg/l;;0.0005;Kaulsdorf (KAU);;
Bromdichlormethan (KAU);mg/l;;0.0005;Kaulsdorf (KAU);;
Dibromchlormethan (KAU);mg/l;;0.0005;Kaulsdorf (KAU);;
Tribrommethan (KAU);mg/l;;0.0005;Kaulsdorf (KAU);;
TOC (KAU);mg/l;;2.4;Kaulsdorf (KAU);;
Temperatur (KAU);°C;;11.5;Kaulsdorf (KAU);;
Sauerstoff (KAU);mg/l;;7.6;Kaulsdorf (KAU);;
Sättigungs-pH (KAU);-;;7.2;Kaulsdorf (KAU);;
Karbonathärte (KAU);°dH;;12.3;Kaulsdorf (KAU);;
Gesamthärte (KAU);°dH;;18.8;Kaulsdorf (KAU);;
Calcium (KAU);mg/l;;113.0;Kaulsdorf (KAU);;
Magnesium (KAU);mg/l;;12.9;Kaulsdorf (KAU);;
Kalium (KAU);mg/l;;5.2;Kaulsdorf (KAU);;
AOX (KAU);µg/l;;10.0;Kaulsdorf (KAU);;
Zink (KAU);µg/l;;10.0;Kaulsdorf (KAU);;
Dichlormethan (KAU);µg/l;;0.5;Kaulsdorf (KAU);;
Tetrachlormethan (KAU);µg/l;;0.5;Kaulsdorf (KAU);;
trans-Dichlorethen (KAU);µg/l;;0.5;Kaulsdorf (KAU);;
cis-Dichlorethen (KAU);µg/l;;0.1;Kaulsdorf (KAU);;
Hexachlorbutadien (KAU);µg/l;;0.01;Kaulsdorf (KAU);;
1,2-Dichlorpropan (KAU);µg/l;;0.1;Kaulsdorf (KAU);;
Ethylbenzen (KAU);µg/l;;0.5;Kaulsdorf (KAU);;
m,p-Xylen (KAU);µg/l;;0.5;Kaulsdorf (KAU);;
o-Xylen (KAU);µg/l;;0.5;Kaulsdorf (KAU);;
Cumen (KAU);µg/l;;0.5;Kaulsdorf (KAU);;
Chlorbenzen (KAU);µg/l;;0.5;Kaulsdorf (KAU);;
1,3-Dichlorbenzen (KAU);µg/l;;0.5;Kaulsdorf (KAU);;
1,4-Dichlorbenzen (KAU);µg/l;;0.5;Kaulsdorf (KAU);;
1,2-Dichlorbenzen (KAU);µg/l;;0.5;Kaulsdorf (KAU);;
NTA (KAU);µg/l;;2.0;Kaulsdorf (KAU);;
Phenylsulfonylsarcosin (KAU);µg/l;;0.02;Kaulsdorf (KAU);;
Tributylphosphat (KAU);µg/l;;0.1;Kaulsdorf (KAU);;
Triphenylphosphat (KAU);µg/l;;0.1;Kaulsdorf (KAU);;
Tris-(2-chlorethyl)phosphat (KAU);µg/l;;0.1;Kaulsdorf (KAU);;
ETBE (KAU);µg/l;;0.03;Kaulsdorf (KAU);;
TBA (KAU);µg/l;;1.0;Kaulsdorf (KAU);;
Clofibrinsäure (KAU);µg/l;;0.025;Kaulsdorf (KAU);;
Bezafibrat (KAU);µg/l;;0.01;Kaulsdorf (KAU);;
Carbamazepin-10,11-diol (KAU);µg/l;;0.02;Kaulsdorf (KAU);;
Acridin-9-carbonsäure (KAU);µg/l;;0.05;Kaulsdorf (KAU);;
Dimethylaminophenazon (KAU);µg/l;;0.02;Kaulsdorf (KAU);;
AAA (KAU);µg/l;;0.02;Kaulsdorf (KAU);;
N-Acetyl-sulfamethoxazol (KAU);µg/l;;0.02;Kaulsdorf (KAU);;
FAA (KAU);µg/l;;0.02;Kaulsdorf (KAU);;
Koffein (KAU);µg/l;;0.1;Kaulsdorf (KAU);;
Metoprolol (KAU);µg/l;;0.025;Kaulsdorf (KAU);;
Phenylethylmalonamid (KAU);µg/l;;0.01;Kaulsdorf (KAU);;
Pregabalin (KAU);µg/l;;0.01;Kaulsdorf (KAU);;
Oxipurinol (KAU);µg/l;;0.05;Kaulsdorf (KAU);;
Candesartan (KAU);µg/l;;0.01;Kaulsdorf (KAU);;
Olmesartan (KAU);µg/l;;0.01;Kaulsdorf (KAU);;
Irbesartan (KAU);µg/l;;0.02;Kaulsdorf (KAU);;
Losartan (KAU);µg/l;;0.03;Kaulsdorf (KAU);;
DEET (KAU);µg/l;;0.03;Kaulsdorf (KAU);;
ph-wert (KAU);-;8.5;7.3;Kaulsdorf (KAU);;
Chlorid (KAU);mg/l;250.0;47.0;Kaulsdorf (KAU);"The chloride ion  is the anion (negatively charged ion) Cl−. It is formed when the element chlorine (a halogen) gains an electron or when a compound such as hydrogen chloride is dissolved in water or other polar solvents. Chloride salts such as sodium chloride are often very soluble in water. It is an essential electrolyte located in all body fluids responsible for maintaining acid/base balance, transmitting nerve impulses and regulating fluid in and out of cells. Less frequently, the word chloride may also form part of the ""common"" name of chemical compounds in which one or more chlorine atoms are covalently bonded.  For example, methyl chloride, with the standard name chloromethane (see IUPAC books) is an organic compound with a covalent C−Cl bond in which the chlorine is not an anion.";https://en.wikipedia.org/wiki/Chloride
