name;unit;threshold;measured;location;summary;wiki
Aluminium (TEG);mg/l;0.2;0.01;Tegel (TEG);"Aluminium or aluminum is a chemical element with symbol Al and atomic number 13. It is a silvery-white, soft, nonmagnetic and ductile metal in the boron group. By mass, aluminium makes up about 8% of the  Earth's crust; it is the third most abundant element after oxygen and silicon and the most abundant metal in the crust, though it is less common in the mantle below. The chief ore of aluminium is bauxite. Aluminium metal is so chemically reactive that native specimens are rare and limited to extreme reducing environments. Instead, it is found combined in over 270 different minerals.Aluminium is remarkable for its low density and its ability to resist corrosion through the phenomenon of passivation. Aluminium and its alloys are vital to the aerospace industry and important in transportation and building industries, such as building facades and window frames. The oxides and sulfates are the most useful compounds of aluminium.Despite its prevalence in the environment, no known form of life uses aluminium salts metabolically, but aluminium is well tolerated by plants and animals. Because of these salts' abundance, the potential for a biological role for them is of continuing interest, and studies continue.";https://en.wikipedia.org/wiki/Aluminium
Färbung (TEG);1/m;0.5;0.29;Tegel (TEG);;
Natrium (TEG);mg/l;200.0;36.0;Tegel (TEG);;
Sulfat (TEG);mg/l;250.0;103.0;Tegel (TEG);;
freie Kohlensäure (TEG);mg/l;;11.4;Tegel (TEG);;
Kieselsäure (SiO2) (TEG);mg/l;;13.0;Tegel (TEG);;
SAK 254nm (TEG);mg/l;;10.1;Tegel (TEG);;
1,1,1-Trichlorethan (TEG);µg/l;3.0;0.5;Tegel (TEG);;
Toluen (TEG);µg/l;0.3;0.5;Tegel (TEG);;
1,2,3-Trichlorbenzen (TEG);µg/l;0.1;0.1;Tegel (TEG);;
1,2,4-Trichlorbenzen (TEG);µg/l;0.1;0.1;Tegel (TEG);;
1,3,5-Trichlorbenzen (TEG);µg/l;0.1;0.1;Tegel (TEG);;
1,2,3,5-Tetrachlorbenzen (TEG);µg/l;0.1;0.01;Tegel (TEG);;
1,2,3,4-Tetrachlorbenzen (TEG);µg/l;0.1;0.01;Tegel (TEG);;
Pentachlorbenzen (TEG);µg/l;0.1;0.01;Tegel (TEG);;
Hexachlorbenzen (TEG);µg/l;0.1;0.01;Tegel (TEG);;
Pentachloranisol (TEG);µg/l;0.1;0.01;Tegel (TEG);;
EDTA (TEG);µg/l;10.0;5.1;Tegel (TEG);;
Benzotriazol (TEG);µg/l;3.0;0.28;Tegel (TEG);;
Tolyltriazole (TEG);µg/l;3.0;0.1;Tegel (TEG);;
Ammonium (TEG);mg/l;0.5;0.05;Tegel (TEG);;
Eisen (TEG);mg/l;0.2;0.03;Tegel (TEG);;
Mangan (TEG);mg/l;0.05;0.005;Tegel (TEG);;
Trübung (TEG);NTU;1.0;0.2;Tegel (TEG);;
Tris-(chlorisopropyl)phosphat (TEG);µg/l;1.0;0.1;Tegel (TEG);;
MTBE (TEG);µg/l;1.0;0.06;Tegel (TEG);;
PFOA (TEG);µg/l;0.3;0.01;Tegel (TEG);;
PFOS (TEG);µg/l;0.3;0.05;Tegel (TEG);;
Atenolol (TEG);µg/l;0.1;0.03;Tegel (TEG);;
Diclofenac (TEG);µg/l;0.3;0.025;Tegel (TEG);;
Phenazon* (TEG);µg/l;0.3;0.08;Tegel (TEG);;
Propyphenazon* (TEG);µg/l;0.3;0.02;Tegel (TEG);;
Carbamazepin (TEG);µg/l;0.3;0.14;Tegel (TEG);;
AMDOPH (TEG);µg/l;3.0;0.5;Tegel (TEG);;
AMPH (TEG);µg/l;3.0;0.11;Tegel (TEG);;
DP (TEG);µg/l;3.0;0.12;Tegel (TEG);;
Primidon (TEG);µg/l;3.0;0.05;Tegel (TEG);;
Phenobarbital (TEG);µg/l;0.3;0.03;Tegel (TEG);;
Sulfamethoxazol (TEG);µg/l;0.1;0.02;Tegel (TEG);;
Metformin (TEG);µg/l;1.0;0.02;Tegel (TEG);;
Gabapentin (TEG);µg/l;1.0;0.4;Tegel (TEG);;
Valsartansäure (TEG);µg/l;1.5;0.78;Tegel (TEG);;
Valsartan (TEG);µg/l;0.3;0.03;Tegel (TEG);;
Iopamidol (TEG);µg/l;1.0;0.27;Tegel (TEG);;
Iomeprol (TEG);µg/l;1.0;0.02;Tegel (TEG);;
Iopromid (TEG);µg/l;1.0;0.02;Tegel (TEG);;
Amidotrizoesäure (TEG);µg/l;1.0;0.02;Tegel (TEG);;
AMPA (TEG);mg/l;;0.0001;Tegel (TEG);;
Tetrachlorethen (TEG);mg/l;;0.0001;Tegel (TEG);;
Trichlorethen (TEG);mg/l;;0.0001;Tegel (TEG);;
Benzo[b]fluoranthen (TEG);mg/l;;1e-05;Tegel (TEG);;
Benzo[k]fluoranthen (TEG);mg/l;;1e-05;Tegel (TEG);;
Benzo[g,h,i]perylen (TEG);mg/l;;1e-05;Tegel (TEG);;
Indeno[1,2,3-c,d]pyren (TEG);mg/l;;1e-05;Tegel (TEG);;
Trichlormethan (TEG);mg/l;;0.0005;Tegel (TEG);;
Bromdichlormethan (TEG);mg/l;;0.0005;Tegel (TEG);;
Dibromchlormethan (TEG);mg/l;;0.0005;Tegel (TEG);;
Tribrommethan (TEG);mg/l;;0.0005;Tegel (TEG);;
TOC (TEG);mg/l;;4.6;Tegel (TEG);;
Temperatur (TEG);°C;;12.7;Tegel (TEG);;
Sauerstoff (TEG);mg/l;;8.4;Tegel (TEG);;
Sättigungs-pH (TEG);-;;7.4;Tegel (TEG);;
Karbonathärte (TEG);°dH;;10.0;Tegel (TEG);;
Gesamthärte (TEG);°dH;;14.9;Tegel (TEG);;
Calcium (TEG);mg/l;;91.0;Tegel (TEG);;
Magnesium (TEG);mg/l;;9.1;Tegel (TEG);;
Kalium (TEG);mg/l;;7.5;Tegel (TEG);;
AOX (TEG);µg/l;;10.0;Tegel (TEG);;
Zink (TEG);µg/l;;10.0;Tegel (TEG);;
Dichlormethan (TEG);µg/l;;0.5;Tegel (TEG);;
Tetrachlormethan (TEG);µg/l;;0.5;Tegel (TEG);;
trans-Dichlorethen (TEG);µg/l;;0.5;Tegel (TEG);;
cis-Dichlorethen (TEG);µg/l;;0.1;Tegel (TEG);;
Hexachlorbutadien (TEG);µg/l;;0.01;Tegel (TEG);;
1,2-Dichlorpropan (TEG);µg/l;;0.1;Tegel (TEG);;
Ethylbenzen (TEG);µg/l;;0.5;Tegel (TEG);;
m,p-Xylen (TEG);µg/l;;0.5;Tegel (TEG);;
o-Xylen (TEG);µg/l;;0.5;Tegel (TEG);;
Cumen (TEG);µg/l;;0.5;Tegel (TEG);;
Chlorbenzen (TEG);µg/l;;0.1;Tegel (TEG);;
1,3-Dichlorbenzen (TEG);µg/l;;0.5;Tegel (TEG);;
1,4-Dichlorbenzen (TEG);µg/l;;0.5;Tegel (TEG);;
1,2-Dichlorbenzen (TEG);µg/l;;0.5;Tegel (TEG);;
NTA (TEG);µg/l;;2.0;Tegel (TEG);;
Phenylsulfonylsarcosin (TEG);µg/l;;0.02;Tegel (TEG);;
Tributylphosphat (TEG);µg/l;;0.1;Tegel (TEG);;
Triphenylphosphat (TEG);µg/l;;0.1;Tegel (TEG);;
Tris-(2-chlorethyl)phosphat (TEG);µg/l;;0.1;Tegel (TEG);;
ETBE (TEG);µg/l;;0.03;Tegel (TEG);;
TBA (TEG);µg/l;;1.0;Tegel (TEG);;
Clofibrinsäure (TEG);µg/l;;0.025;Tegel (TEG);;
Bezafibrat (TEG);µg/l;;0.01;Tegel (TEG);;
Carbamazepin-10,11-diol (TEG);µg/l;;0.13;Tegel (TEG);;
Acridin-9-carbonsäure (TEG);µg/l;;0.1;Tegel (TEG);;
Dimethylaminophenazon (TEG);µg/l;;0.02;Tegel (TEG);;
AAA (TEG);µg/l;;0.02;Tegel (TEG);;
N-Acetyl-sulfamethoxazol (TEG);µg/l;;0.02;Tegel (TEG);;
FAA (TEG);µg/l;;0.03;Tegel (TEG);;
Koffein (TEG);µg/l;;0.1;Tegel (TEG);;
Metoprolol (TEG);µg/l;;0.025;Tegel (TEG);;
Phenylethylmalonamid (TEG);µg/l;;0.04;Tegel (TEG);;
Pregabalin (TEG);µg/l;;0.01;Tegel (TEG);;
Oxipurinol (TEG);µg/l;;0.43;Tegel (TEG);;
Candesartan (TEG);µg/l;;0.1;Tegel (TEG);;
Olmesartan (TEG);µg/l;;0.1;Tegel (TEG);;
Irbesartan (TEG);µg/l;;0.02;Tegel (TEG);;
Losartan (TEG);µg/l;;0.03;Tegel (TEG);;
DEET (TEG);µg/l;;0.03;Tegel (TEG);;
ph-wert (TEG);-;8.5;7.5;Tegel (TEG);;
Chlorid (TEG);mg/l;250.0;49.0;Tegel (TEG);"The chloride ion  is the anion (negatively charged ion) Cl−. It is formed when the element chlorine (a halogen) gains an electron or when a compound such as hydrogen chloride is dissolved in water or other polar solvents. Chloride salts such as sodium chloride are often very soluble in water. It is an essential electrolyte located in all body fluids responsible for maintaining acid/base balance, transmitting nerve impulses and regulating fluid in and out of cells. Less frequently, the word chloride may also form part of the ""common"" name of chemical compounds in which one or more chlorine atoms are covalently bonded.  For example, methyl chloride, with the standard name chloromethane (see IUPAC books) is an organic compound with a covalent C−Cl bond in which the chlorine is not an anion.";https://en.wikipedia.org/wiki/Chloride
