name;unit;threshold;measured;location;summary;wiki
Quecksilber (BEE);mg/l;0.001;0.0001;Beelitzhof (BEE);"Mercury is a chemical element with symbol Hg and atomic number 80. It is commonly known as quicksilver and was formerly named hydrargyrum ( hy-DRAR-jər-əm). A heavy, silvery d-block element, mercury is the only metallic element that is liquid at standard conditions for temperature and pressure; the only other element that is liquid under these conditions is bromine, though metals such as caesium, gallium, and rubidium melt just above room temperature.
Mercury occurs in deposits throughout the world mostly as cinnabar (mercuric sulfide). The red pigment vermilion is obtained by grinding natural cinnabar or synthetic mercuric sulfide.
Mercury is used in thermometers, barometers, manometers, sphygmomanometers, float valves, mercury switches, mercury relays, fluorescent lamps and other devices, though concerns about the element's toxicity have led to mercury thermometers and sphygmomanometers being largely phased out in clinical environments in favor of alternatives such as alcohol- or galinstan-filled glass thermometers and thermistor- or infrared-based electronic instruments.  Likewise, mechanical pressure gauges and electronic strain gauge sensors have replaced mercury sphygmomanometers.
Mercury remains in use in scientific research applications and in amalgam for dental restoration in some locales. It is also used in fluorescent lighting. Electricity passed through mercury vapor in a fluorescent lamp produces short-wave ultraviolet light, which then causes the phosphor in the tube to fluoresce, making visible light.
Mercury poisoning can result from exposure to water-soluble forms of mercury (such as mercuric chloride or methylmercury), by inhalation of mercury vapor, or by ingesting any form of mercury.";https://en.wikipedia.org/wiki/Mercury_(element)
Selen (BEE);mg/l;0.01;0.001;Beelitzhof (BEE);;
Uran (BEE);mg/l;0.01;8e-05;Beelitzhof (BEE);;
Antimon (BEE);mg/l;0.005;0.0005;Beelitzhof (BEE);;
Arsen (BEE);mg/l;0.01;0.0003;Beelitzhof (BEE);"Arsenic is a chemical element with symbol As and atomic number 33. Arsenic occurs in many minerals, usually in combination with sulfur and metals, but also as a pure elemental crystal. Arsenic is a metalloid. It has various allotropes, but only the gray form, which has a metallic appearance, is important to industry.
The primary use of arsenic is in alloys of lead (for example, in car batteries and ammunition). Arsenic is a common n-type dopant in semiconductor electronic devices, and the optoelectronic compound gallium arsenide is the second most commonly used semiconductor after doped silicon. Arsenic and its compounds, especially the trioxide, are used in the production of pesticides, treated wood products, herbicides, and insecticides. These applications are declining due to the toxicity of arsenic and its compounds.A few species of bacteria are able to use arsenic compounds as respiratory metabolites. Trace quantities of arsenic are an essential dietary element in rats, hamsters, goats, chickens, and presumably other species. A role in human metabolism is not known. However, arsenic poisoning occurs in multicellular life if quantities are larger than needed. Arsenic contamination of groundwater is a problem that affects millions of people across the world.
The United States' Environmental Protection Agency states that all forms of arsenic are a serious risk to human health. The United States' Agency for Toxic Substances and Disease Registry ranked arsenic as number 1 in its 2001 Priority List of Hazardous Substances at Superfund sites. Arsenic is classified as a Group-A carcinogen.";https://en.wikipedia.org/wiki/Arsenic
Benzo[a]pyren (BEE);mg/l;1e-05;5e-06;Beelitzhof (BEE);Benzo[a]pyrene is a polycyclic aromatic hydrocarbon and the result of incomplete combustion of organic matter at temperatures between 300 °C (572 °F) and 600 °C (1,112 °F). The ubiquitous compound can be found in coal tar, tobacco smoke and many foods, especially grilled meats. The substance with the formula C20H12 is one of the benzopyrenes, formed by a benzene ring fused to pyrene. Its diol epoxide metabolites (more commonly known as BPDE) react and bind to DNA, resulting in mutations and eventually cancer. It is listed as a Group 1 carcinogen by the IARC.  In the 18th century a scrotal cancer of chimney sweepers, the chimney sweeps' carcinoma, was already known to be connected to soot.;https://en.wikipedia.org/wiki/Benzo(a)pyrene
Blei (BEE);mg/l;0.01;0.0005;Beelitzhof (BEE);"Lead is a chemical element with symbol Pb (from the Latin plumbum) and atomic number 82. It is a heavy metal that is denser than most common materials. Lead is soft and malleable, and also has a relatively low melting point. When freshly cut, lead is silvery with a hint of blue; it tarnishes to a dull gray color when exposed to air. Lead has the highest atomic number of any stable element and three of its isotopes each conclude a major decay chain of heavier elements.
Lead is a relatively unreactive post-transition metal. Its weak metallic character is illustrated by its amphoteric nature; lead and lead oxides react with acids and bases, and it tends to form covalent bonds. Compounds of lead are usually found in the +2 oxidation state rather than the +4 state common with lighter members of the carbon group. Exceptions are mostly limited to organolead compounds. Like the lighter members of the group, lead tends to bond with itself; it can form chains, rings, and polyhedral structures.
Lead is easily extracted from its ores; prehistoric people in Western Asia knew of it. Galena, a principal ore of lead, often bears silver, interest in which helped initiate widespread extraction and use of lead in ancient Rome. Lead production declined after the fall of Rome and did not reach comparable levels until the Industrial Revolution. In 2014, the annual global production of lead was about ten million tonnes, over half of which was from recycling. Lead's high density, low melting point, ductility and relative inertness to oxidation make it useful. These properties, combined with its relative abundance and low cost, resulted in its extensive use in construction, plumbing, batteries, bullets and shot, weights, solders, pewters, fusible alloys, white paints, leaded gasoline, and radiation shielding.
In the late 19th century, lead's toxicity was recognized, and its use has since been phased out of many applications. Lead is a toxin that accumulates in soft tissues and bones, it acts as a neurotoxin damaging the nervous system and interfering with the function of biological enzymes. It is particularly problematic in children: even if blood levels are promptly normalized with treatment, neurological disorders, such as brain damage and behavioral problems, may result.";https://en.wikipedia.org/wiki/Lead
Cadmium (BEE);mg/l;0.003;0.0005;Beelitzhof (BEE);;
Kupfer (BEE);mg/l;2.0;0.005;Beelitzhof (BEE);;
Nickel (BEE);mg/l;0.02;0.003;Beelitzhof (BEE);;
Nitrit (BEE);mg/l;0.1;0.03;Beelitzhof (BEE);;
Trihalogenmethane (BEE);mg/l;0.01;0.0005;Beelitzhof (BEE);;
Vinylchlorid (BEE);mg/l;0.0005;0.0001;Beelitzhof (BEE);;
Aluminium (BEE);mg/l;0.2;0.01;Beelitzhof (BEE);"Aluminium or aluminum is a chemical element with symbol Al and atomic number 13. It is a silvery-white, soft, nonmagnetic and ductile metal in the boron group. By mass, aluminium makes up about 8% of the  Earth's crust; it is the third most abundant element after oxygen and silicon and the most abundant metal in the crust, though it is less common in the mantle below. The chief ore of aluminium is bauxite. Aluminium metal is so chemically reactive that native specimens are rare and limited to extreme reducing environments. Instead, it is found combined in over 270 different minerals.Aluminium is remarkable for its low density and its ability to resist corrosion through the phenomenon of passivation. Aluminium and its alloys are vital to the aerospace industry and important in transportation and building industries, such as building facades and window frames. The oxides and sulfates are the most useful compounds of aluminium.Despite its prevalence in the environment, no known form of life uses aluminium salts metabolically, but aluminium is well tolerated by plants and animals. Because of these salts' abundance, the potential for a biological role for them is of continuing interest, and studies continue.";https://en.wikipedia.org/wiki/Aluminium
Färbung (BEE);1/m;0.5;0.26;Beelitzhof (BEE);;
Natrium (BEE);mg/l;200.0;46.0;Beelitzhof (BEE);;
Sulfat (BEE);mg/l;250.0;101.0;Beelitzhof (BEE);;
freie Kohlensäure (BEE);mg/l;;11.9;Beelitzhof (BEE);;
Kieselsäure (SiO2) (BEE);mg/l;;21.0;Beelitzhof (BEE);;
SAK 254nm (BEE);mg/l;;7.9;Beelitzhof (BEE);;
1,1,1-Trichlorethan (BEE);µg/l;3.0;0.5;Beelitzhof (BEE);;
Toluen (BEE);µg/l;0.3;0.5;Beelitzhof (BEE);;
1,2,3-Trichlorbenzen (BEE);µg/l;0.1;0.1;Beelitzhof (BEE);;
1,2,4-Trichlorbenzen (BEE);µg/l;0.1;0.1;Beelitzhof (BEE);;
1,3,5-Trichlorbenzen (BEE);µg/l;0.1;0.1;Beelitzhof (BEE);;
1,2,3,5-Tetrachlorbenzen (BEE);µg/l;0.1;0.01;Beelitzhof (BEE);;
1,2,3,4-Tetrachlorbenzen (BEE);µg/l;0.1;0.01;Beelitzhof (BEE);;
Pentachlorbenzen (BEE);µg/l;0.1;0.01;Beelitzhof (BEE);;
Hexachlorbenzen (BEE);µg/l;0.1;0.01;Beelitzhof (BEE);;
Pentachloranisol (BEE);µg/l;0.1;0.01;Beelitzhof (BEE);;
EDTA (BEE);µg/l;10.0;2.0;Beelitzhof (BEE);;
Benzotriazol (BEE);µg/l;3.0;0.05;Beelitzhof (BEE);;
Tolyltriazole (BEE);µg/l;3.0;0.11;Beelitzhof (BEE);;
Ammonium (BEE);mg/l;0.5;0.05;Beelitzhof (BEE);;
Eisen (BEE);mg/l;0.2;0.03;Beelitzhof (BEE);;
Mangan (BEE);mg/l;0.05;0.005;Beelitzhof (BEE);;
Trübung (BEE);NTU;1.0;0.2;Beelitzhof (BEE);;
Tris-(chlorisopropyl)phosphat (BEE);µg/l;1.0;0.1;Beelitzhof (BEE);;
MTBE (BEE);µg/l;1.0;0.03;Beelitzhof (BEE);;
PFOA (BEE);µg/l;0.3;0.01;Beelitzhof (BEE);;
PFOS (BEE);µg/l;0.3;0.05;Beelitzhof (BEE);;
Atenolol (BEE);µg/l;0.1;0.03;Beelitzhof (BEE);;
Diclofenac (BEE);µg/l;0.3;0.025;Beelitzhof (BEE);;
Phenazon* (BEE);µg/l;0.3;0.07;Beelitzhof (BEE);;
Propyphenazon* (BEE);µg/l;0.3;0.02;Beelitzhof (BEE);;
Carbamazepin (BEE);µg/l;0.3;0.025;Beelitzhof (BEE);;
AMDOPH (BEE);µg/l;3.0;0.13;Beelitzhof (BEE);;
AMPH (BEE);µg/l;3.0;0.04;Beelitzhof (BEE);;
DP (BEE);µg/l;3.0;0.05;Beelitzhof (BEE);;
Primidon (BEE);µg/l;3.0;0.025;Beelitzhof (BEE);;
Phenobarbital (BEE);µg/l;0.3;0.03;Beelitzhof (BEE);;
Sulfamethoxazol (BEE);µg/l;0.1;0.02;Beelitzhof (BEE);;
Metformin (BEE);µg/l;1.0;0.02;Beelitzhof (BEE);;
Gabapentin (BEE);µg/l;1.0;0.08;Beelitzhof (BEE);;
Valsartansäure (BEE);µg/l;1.5;0.24;Beelitzhof (BEE);;
Valsartan (BEE);µg/l;0.3;0.03;Beelitzhof (BEE);;
Iopamidol (BEE);µg/l;1.0;0.05;Beelitzhof (BEE);;
Iomeprol (BEE);µg/l;1.0;0.02;Beelitzhof (BEE);;
Iopromid (BEE);µg/l;1.0;0.02;Beelitzhof (BEE);;
Amidotrizoesäure (BEE);µg/l;1.0;0.02;Beelitzhof (BEE);;
AMPA (BEE);mg/l;;0.0001;Beelitzhof (BEE);;
Tetrachlorethen (BEE);mg/l;;0.0001;Beelitzhof (BEE);;
Trichlorethen (BEE);mg/l;;0.0001;Beelitzhof (BEE);;
Benzo[b]fluoranthen (BEE);mg/l;;1e-05;Beelitzhof (BEE);;
Benzo[k]fluoranthen (BEE);mg/l;;1e-05;Beelitzhof (BEE);;
Benzo[g,h,i]perylen (BEE);mg/l;;1e-05;Beelitzhof (BEE);;
Indeno[1,2,3-c,d]pyren (BEE);mg/l;;1e-05;Beelitzhof (BEE);;
Trichlormethan (BEE);mg/l;;0.0005;Beelitzhof (BEE);;
Bromdichlormethan (BEE);mg/l;;0.0005;Beelitzhof (BEE);;
Dibromchlormethan (BEE);mg/l;;0.0005;Beelitzhof (BEE);;
Tribrommethan (BEE);mg/l;;0.0005;Beelitzhof (BEE);;
TOC (BEE);mg/l;;3.2;Beelitzhof (BEE);;
Temperatur (BEE);°C;;12.3;Beelitzhof (BEE);;
Sauerstoff (BEE);mg/l;;9.6;Beelitzhof (BEE);;
Sättigungs-pH (BEE);-;;7.3;Beelitzhof (BEE);;
Karbonathärte (BEE);°dH;;11.3;Beelitzhof (BEE);;
Gesamthärte (BEE);°dH;;16.2;Beelitzhof (BEE);;
Calcium (BEE);mg/l;;101.0;Beelitzhof (BEE);;
Magnesium (BEE);mg/l;;9.1;Beelitzhof (BEE);;
Kalium (BEE);mg/l;;3.3;Beelitzhof (BEE);;
AOX (BEE);µg/l;;10.0;Beelitzhof (BEE);;
Zink (BEE);µg/l;;10.0;Beelitzhof (BEE);;
Dichlormethan (BEE);µg/l;;0.5;Beelitzhof (BEE);;
Tetrachlormethan (BEE);µg/l;;0.5;Beelitzhof (BEE);;
trans-Dichlorethen (BEE);µg/l;;0.5;Beelitzhof (BEE);;
cis-Dichlorethen (BEE);µg/l;;0.1;Beelitzhof (BEE);;
Hexachlorbutadien (BEE);µg/l;;0.01;Beelitzhof (BEE);;
1,2-Dichlorpropan (BEE);µg/l;;0.1;Beelitzhof (BEE);;
Ethylbenzen (BEE);µg/l;;0.5;Beelitzhof (BEE);;
m,p-Xylen (BEE);µg/l;;0.5;Beelitzhof (BEE);;
o-Xylen (BEE);µg/l;;0.5;Beelitzhof (BEE);;
Cumen (BEE);µg/l;;0.5;Beelitzhof (BEE);;
Chlorbenzen (BEE);µg/l;;0.1;Beelitzhof (BEE);;
1,3-Dichlorbenzen (BEE);µg/l;;0.5;Beelitzhof (BEE);;
1,4-Dichlorbenzen (BEE);µg/l;;0.5;Beelitzhof (BEE);;
1,2-Dichlorbenzen (BEE);µg/l;;0.5;Beelitzhof (BEE);;
NTA (BEE);µg/l;;2.0;Beelitzhof (BEE);;
Phenylsulfonylsarcosin (BEE);µg/l;;0.02;Beelitzhof (BEE);;
Tributylphosphat (BEE);µg/l;;0.1;Beelitzhof (BEE);;
Triphenylphosphat (BEE);µg/l;;0.1;Beelitzhof (BEE);;
Tris-(2-chlorethyl)phosphat (BEE);µg/l;;0.1;Beelitzhof (BEE);;
ETBE (BEE);µg/l;;0.03;Beelitzhof (BEE);;
TBA (BEE);µg/l;;1.0;Beelitzhof (BEE);;
Clofibrinsäure (BEE);µg/l;;0.025;Beelitzhof (BEE);;
Bezafibrat (BEE);µg/l;;0.01;Beelitzhof (BEE);;
Carbamazepin-10,11-diol (BEE);µg/l;;0.04;Beelitzhof (BEE);;
Acridin-9-carbonsäure (BEE);µg/l;;0.05;Beelitzhof (BEE);;
Dimethylaminophenazon (BEE);µg/l;;0.02;Beelitzhof (BEE);;
AAA (BEE);µg/l;;0.02;Beelitzhof (BEE);;
N-Acetyl-sulfamethoxazol (BEE);µg/l;;0.02;Beelitzhof (BEE);;
FAA (BEE);µg/l;;0.03;Beelitzhof (BEE);;
Koffein (BEE);µg/l;;0.1;Beelitzhof (BEE);;
Metoprolol (BEE);µg/l;;0.025;Beelitzhof (BEE);;
Phenylethylmalonamid (BEE);µg/l;;0.03;Beelitzhof (BEE);;
Pregabalin (BEE);µg/l;;0.01;Beelitzhof (BEE);;
Oxipurinol (BEE);µg/l;;0.05;Beelitzhof (BEE);;
Candesartan (BEE);µg/l;;0.02;Beelitzhof (BEE);;
Olmesartan (BEE);µg/l;;0.02;Beelitzhof (BEE);;
Irbesartan (BEE);µg/l;;0.02;Beelitzhof (BEE);;
Losartan (BEE);µg/l;;0.03;Beelitzhof (BEE);;
DEET (BEE);µg/l;;0.03;Beelitzhof (BEE);;
ph-wert (BEE);-;8.5;7.6;Beelitzhof (BEE);;
Chlorid (BEE);mg/l;250.0;62.0;Beelitzhof (BEE);"The chloride ion  is the anion (negatively charged ion) Cl−. It is formed when the element chlorine (a halogen) gains an electron or when a compound such as hydrogen chloride is dissolved in water or other polar solvents. Chloride salts such as sodium chloride are often very soluble in water. It is an essential electrolyte located in all body fluids responsible for maintaining acid/base balance, transmitting nerve impulses and regulating fluid in and out of cells. Less frequently, the word chloride may also form part of the ""common"" name of chemical compounds in which one or more chlorine atoms are covalently bonded.  For example, methyl chloride, with the standard name chloromethane (see IUPAC books) is an organic compound with a covalent C−Cl bond in which the chlorine is not an anion.";https://en.wikipedia.org/wiki/Chloride
